,Nombre,Score,Excelente,MuyBueno,Normal,Malo,Pesimo,Num_Reviews,Posicion,Rango_precio,Tipo_Cocina,Awards,Score_Comida,Score_Servicio,Calidad_Precio,Ambiente,Direccion,Web_TripAdvisor,Latina,Eur Este,Africana,China,Japonesa,Arabe,Mexicana,Caribeña,Asiatica,America Norte,America Sur,Italiana,Española,Eur Occidental,Asador,N/A,India,Num_Reviews_Spain,Latitud,Longitud
746,El Rincón de Juanca,3.0,0,2,1,0,1,4,792.0,€€ - €€€,"['Café', 'Pub']",0,,,,,"['Calle Santurce 1', ' 28017 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d14862505-Reviews-El_Rincon_de_Juanca-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,40.425355100000004,-3.64040398928831
747,Restaurante Sabor Azafran,4.5,56,22,6,3,6,102,1582.0,€€ - €€€,"['De Oriente Medio', 'Persa', 'Opciones vegetarianas']",0,4.5,4.0,4.5,,"['Calle General Aranaz 65', ' 28027 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d9699682-Reviews-Restaurante_Sabor_Azafran-Madrid.html,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,93,40.4500601,-3.6483564
748,Anana fresh & chill,4.5,20,6,1,0,0,31,13.0,€,['Hawaiana'],0,5.0,5.0,4.5,,"['Calle Sagasta 14', ' 28004 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d13968500-Reviews-Anana_fresh_chill-Madrid.html,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,40.428260800000004,-3.6996790469489795
749,Cervecería Lola,1.5,0,0,1,2,3,6,9335.0,€€ - €€€,[],0,,,,,"['Calle Ponzano 50', ' 28003 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d14377230-Reviews-Cerveceria_Lola-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,40.442286,-3.6990273
750,Green Tea Zurbano,3.5,7,16,11,2,4,50,229.0,€€ - €€€,"['Japonesa', 'Asiática']",0,4.0,4.0,3.5,,"['Calle Zurbano 79', ' 28003 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d14991694-Reviews-Green_Tea_Zurbano-Madrid.html,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,40,40.4391867,-3.6929046
751,Ticui,4.5,5,0,0,1,0,6,167.0,€€ - €€€,[],0,,,,,"['Ceaceros 6', ' 28014 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d25305253-Reviews-Ticui-Madrid.html,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6,,
752,Ouhua,3.5,18,11,4,5,6,44,476.0,€,"['China', 'Hunan', 'Asiática']",0,4.0,4.0,4.0,,"['Calle Tomas Garcia 3', ' 28053 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d4914989-Reviews-Ouhua-Madrid.html,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,44,40.3922589,-3.6649946
753,Sagaretxe,3.5,171,145,78,52,53,585,1491.0,€€ - €€€,"['Española', 'Vasca', 'Opciones sin gluten']",0,4.0,3.5,3.5,3.5,"['Calle Eloy Gonzalo 26', ' 28010 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d3221612-Reviews-Sagaretxe_La_sidreria_Vasca-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,499,40.4342102,-3.7010958
754,Pizzamisú,1.0,0,0,0,0,1,1,558.0,€,['Italiana'],0,,,,,"['Calle Ferraz 18', ' 28008 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d20114035-Reviews-Pizzamisu-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,40.4246368,-3.7156576
755,El Bocadito Caliente,1.0,0,0,0,0,1,1,4570.0,€€ - €€€,[],0,,,,,"['Calle Guillermo Pingarron 1', ' 28018 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d6536947-Reviews-El_Bocadito_Caliente-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,40.3873055,-3.6478821
756,"Restaurante Peruano ""MANOS CHICLAYANAS """,5.0,21,0,0,0,0,21,1885.0,€€ - €€€,['Sudamericana'],0,5.0,5.0,5.0,5.0,"['Calle Martínez de la Riva #36 Bajo', ' 28053 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d26228640-Reviews-Restaurante_Peruano_MANOS_CHICLAYANAS-Madrid.html,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,,
757,Steakburger Preciados,4.5,816,105,17,11,22,1405,27.0,€€ - €€€,"['Americana', 'Argentina', 'Opciones sin gluten']",1,4.5,4.5,4.5,,"['Preciados', ' 42', ' 28013 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d12664284-Reviews-Steakburger_Preciados-Madrid.html,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,971,40.4198086,-3.7072623
758,La Malaje,4.0,93,69,35,13,25,261,645.0,€€ - €€€,"['Café', 'Europea', 'Española']",0,4.0,4.0,3.5,,"['Plaza Paja 10', ' 28005 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d9857431-Reviews-La_Malaje-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,235,,
759,El Enfriador de Alcocer,4.5,27,18,6,1,1,53,1962.0,€€ - €€€,['Española'],0,4.0,4.5,4.0,,"['Avenida Alberto Alcocer 47', ' 28016 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d10635790-Reviews-El_Enfriador_de_Alcocer-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,53,,
760,Restaurante Bistronómika,4.5,1,2,0,0,0,3,6303.0,€€€€,[],0,,,,,"['Calle Ibiza 44', ' 28009 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d18455353-Reviews-Restaurante_Bistronomika-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,40.4179401,-3.6733119
761,Tierra Burrito Bar,4.0,18,9,2,1,7,38,168.0,€,"['Mexicana', 'Opciones vegetarianas']",0,4.0,3.5,4.0,,"['Bravo Murillo', ' 107', ' 28039 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d12142806-Reviews-Tierra_Burrito_Bar-Madrid.html,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,37,40.447965,-3.7039958
762,Pomodoro e Basilico,5.0,18,2,0,0,0,21,2528.0,€€ - €€€,"['Italiana', 'Bar', 'Pizza']",0,5.0,4.5,5.0,,"['Calle de San Anastasio 4', ' 28005 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d12143019-Reviews-Pomodoro_e_Basilico-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,40.3972382,-3.7033722
763,Mundus,4.0,0,1,0,0,0,1,7557.0,€€ - €€€,[],0,,,,,"['Plaza Peña de Horcajo Nº13', ' 28035 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d16807674-Reviews-Mundus-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,
764,Sidrería Mesón Restaurante Diego,3.5,23,17,11,1,9,63,2356.0,€€ - €€€,['Española'],0,3.5,3.5,3.5,,"['Calle de Harztenbusch', ' 6', ' 28010 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d7262200-Reviews-Sidreria_Meson_Restaurant_Diego-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,61,,
765,Cascorro Bistrot,4.0,47,10,5,2,14,107,1200.0,€€ - €€€,"['Francesa', 'Mediterránea', 'Vinoteca']",0,4.5,4.0,4.0,,"['Plaza Cascorro 21', ' 28005 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d12807707-Reviews-Cascorro_Bistrot-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,78,40.4111073,-3.7074118
766,Huacatay,3.0,6,6,4,3,7,27,406.0,€€ - €€€,"['Peruana', 'Latina', 'Española']",0,3.0,2.5,2.5,,"['Calle de Colombia', ' 16', ' 28016 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d11914481-Reviews-Huacatay-Madrid.html,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26,40.4567849,-3.6751198
767,Bar Hnos. Guio EL Museo de Las Patatas,3.0,11,18,28,5,13,75,4018.0,€,['Española'],0,3.0,3.5,3.5,3.5,"['C/ Ferrocaril', ' 21 28045 Madrid', ' 28045 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d3568300-Reviews-Bar_Hnos_Guio_EL_Museo_de_Las_Patatas-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,75,,
768,Telepizza,3.0,1,0,0,0,1,2,338.0,€€ - €€€,[],0,,,,,"['Melchor Fernández Almagro', ' 31', ' 28029 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d5767984-Reviews-Telepizza-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,,
769,El Rincon De Las Tapas,3.5,4,10,7,1,4,30,6348.0,€,"['Mediterránea', 'Española']",0,3.0,3.5,3.0,,"['Calle Atocha 114', ' 28012 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d7992030-Reviews-El_Rincon_De_Las_Tapas-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26,40.4094601,-3.6933254
770,Cazorla,4.0,69,55,9,9,20,178,939.0,€€ - €€€,"['Mediterránea', 'Española']",0,4.0,4.0,4.0,,"['Calle Castelló 99', ' 28006 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d5786109-Reviews-Cazorla-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,162,,
771,Castizo Canalejas,4.0,4,1,0,0,0,6,370.0,€€ - €€€,"['Mediterránea', 'Europea', 'Española']",0,,,,,"['C. De Alcalá', ' 19', ' 28014 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d25310423-Reviews-Castizo_Canalejas-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,5,40.4179496,-3.6998271
772,Eat.,4.0,0,1,0,0,0,1,7393.0,€€ - €€€,[],0,,,,,"['Aeropuerto Adolfo Suarez - Madrid - Barajas Terminal 4 - Planta 1', ' Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d24182356-Reviews-Eat-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,
773,"La Tagliatella C/Alcalá, Madrid",4.0,81,90,21,11,10,308,1033.0,€€ - €€€,"['Italiana', 'Opciones vegetarianas', 'Opciones veganas']",0,4.0,4.0,3.5,4.0,"['Calle Alcalá 498', ' 28027 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d2490791-Reviews-La_Tagliatella_C_Alcala_Madrid-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,213,40.4403548,-3.6284762
774,Mocca Cafeteria,4.5,9,4,0,0,0,14,325.0,€,"['Café', 'Fusión', 'Saludable']",0,,,,,"['Calle Montesa', ' 25', ' 28006 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d6563760-Reviews-Mocca_Cafe-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,40.4304813,-3.6721296
775,Flora Barragan,3.0,11,16,8,5,13,53,5845.0,€€ - €€€,['Española'],0,3.5,3.5,3.0,,"['Calle Regimiento 1', ' 28048 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d8795860-Reviews-Flora_Barragan-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,53,40.5323828,-3.7818579
776,Shi-Shang,3.5,42,44,31,12,16,164,158.0,€,"['China', 'Sushi', 'Asiática']",0,3.5,3.5,4.0,3.5,"['Calle Concepcion Arenal 3', ' 28004 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d4312035-Reviews-Shi_Shang-Madrid.html,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,145,40.2126582,-3.5788325
777,Restaurante Oriente Europa,2.0,0,1,1,0,6,9,22.0,€€ - €€€,['Griega'],0,,,,,"['Avenida Mediterraneo 49', ' 28007 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d5444739-Reviews-Restaurante_Oriente_Europa-Madrid.html,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,8,,
778,The Irish Temple,5.0,95,8,2,0,0,107,71.0,€€ - €€€,[],0,5.0,4.5,5.0,,"['Calle Ibiza 66', ' 28009 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d23685570-Reviews-The_Irish_Temple-Madrid.html,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,105,40.417857,-3.6704896
779,marmitón,5.0,62,7,0,2,1,86,432.0,€€ - €€€,"['Mediterránea', 'Europea', 'Española']",1,5.0,5.0,4.5,,"['Calle de las Aguas', ' 6', ' 28005 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d19983713-Reviews-Marmiton-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,72,40.4108219,-3.712107746868964
780,Casa Carmen Plaza Mayor,3.0,9,9,3,7,6,52,5857.0,€€ - €€€,"['Mediterránea', 'Española', 'Fusión']",0,3.0,3.5,3.0,4.0,"['Centro Comercial Local 27 Plaza Mayor 29004', ' 29004 Málaga', ' 28012 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d2399161-Reviews-Casa_Carmen_Plaza_Mayor-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,34,,
781,La Charcutería de Octavio,4.5,22,6,0,1,2,33,3170.0,€€ - €€€,[],0,5.0,4.0,4.0,,"['Augusto Figueroa', ' 24 Mercado de San Anton', ' 28004 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d8558197-Reviews-La_Charcuteria_de_Octavio-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,,
782,El Ventorrillo,3.5,20,22,13,5,16,108,449.0,€€ - €€€,"['Bar', 'Española']",0,4.0,4.0,3.5,4.5,"['Calle Bailen 14', ' 28005 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d3158541-Reviews-El_Ventorrillo-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,76,40.4128097,-3.7138878
783,Sa Brisa Madrid,4.0,120,55,32,11,19,268,114.0,€€€€,"['Mediterránea', 'Española', 'Fusión']",1,4.0,4.0,3.5,,"['Av. de Menéndez Pelayo', ' 15', ' 28009 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d14891861-Reviews-Sa_Brisa_Madrid-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,237,40.4202088,-3.6792635
784,Burger King,4.0,4,0,1,0,1,6,333.0,€€ - €€€,[],0,,,,,"['Calle de Isaac Peral 38', ' 28015 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d12705027-Reviews-Burger_King-Madrid.html,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,40.4380542,-3.7176543
785,La Casa Del Curry,2.0,0,0,1,0,1,2,90.0,€€ - €€€,[],0,,,,,"['Calle del General Aranaz', ' 9', ' 28022 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d17609635-Reviews-La_Casa_Del_Curry-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,40.4396044,-3.6363895107294555
786,La Tintorería,4.0,106,98,25,13,15,366,396.0,€€ - €€€,"['Mediterránea', 'Europea', 'Española']",1,4.0,4.0,4.0,4.0,"['Calle Barcelona Espoz y Mina', ' 20', ' 28012 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d2272078-Reviews-La_Tintoreria-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,257,,
787,El Buda Feliz,4.0,190,110,69,40,36,506,103.0,€€ - €€€,"['China', 'Asiática', 'De Shanghai']",0,3.5,3.5,3.5,3.0,"['Calle Tudescos 5 Al lado de Gran Vía', ' 28004 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d751619-Reviews-El_Buda_Feliz-Madrid.html,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,445,,
788,Cafetería el Rincón,4.0,0,3,0,0,0,3,6679.0,€€ - €€€,[],0,,,,,"['Calle José María Cavero', ' 15', ' 28027 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d14050201-Reviews-Cafeteria_el_Rincon-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,40.4472367,-3.6480125
789,McDonald's,2.5,2,1,7,2,4,18,8420.0,€,[],0,,,,,"['Calle Oca', ' 105', ' 28025 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d5794830-Reviews-McDonald_s-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,40.3890542,-3.7329956
790,Bocaterra,5.0,1,0,0,0,0,1,440.0,€€ - €€€,"['Española', 'Saludable']",0,,,,,"['Calle Miguel Yuste 35', ' 28037 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d25370264-Reviews-BOCATERRA-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,40.4366545,-3.6233213
791,Devinums,3.5,28,27,29,10,21,115,3680.0,€€ - €€€,"['Mediterránea', 'Española']",0,3.5,3.5,3.5,,"['Avenida Nuestra Senora de Fatima 86', ' 28047 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d7284929-Reviews-Devinums-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,115,40.3815249,-3.7482734
792,El Yate,4.0,66,50,17,6,11,197,488.0,€€ - €€€,"['Bar', 'Mediterránea', 'Europea']",0,4.0,4.5,4.0,4.5,"['Paseo General Martinez Campos 41', ' 28010 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d6414763-Reviews-El_Yate-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,150,,
793,El Japo Carranza,4.0,12,5,2,3,0,24,315.0,€€ - €€€,"['Japonesa', 'Sushi', 'Asiática']",0,4.5,4.5,4.0,,"['Calle de Carranza', ' 6', ' 28004 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d20266226-Reviews-El_Japo_Carranza-Madrid.html,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,22,40.4293127,-3.703203
794,Barajas Döner Kebab,3.5,4,2,1,1,2,14,3789.0,€€ - €€€,['Española'],0,,,,,"['Avenida General', ' 29', ' 28042 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d6180237-Reviews-Barajas_Doner_Kebab-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10,40.4722489,-3.5788322
795,Qalido,4.5,22,7,1,2,1,34,1904.0,€€ - €€€,"['Europea', 'Española']",0,5.0,5.0,4.5,,"['Avenida De Manuel Fraga Iribarne 45', ' 28055 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d23692451-Reviews-Qalido-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,33,40.4931075,-3.6083588
796,Barmitón,4.5,5,4,0,0,0,10,139.0,€€ - €€€,"['Española', 'Contemporánea', 'Pub']",0,,,,,"['C/ Cava Alta 13', ' 28005 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d25124148-Reviews-Barmiton-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9,40.4122689,-3.7088555
797,Kebab Anmu,3.5,3,2,0,0,2,7,7223.0,€,[],0,4.0,4.0,4.0,,"['Calle Fermín Caballero', ' 76', ' 28034 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d5795022-Reviews-Kebab_Anmu-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,40.4817074,-3.7144918
798,WOK SHANGHAI,3.5,4,10,14,1,2,33,295.0,€,"['China', 'Japonesa', 'Sushi']",0,3.5,3.5,3.5,,"['Calle de Emilio Munoz', ' 35', ' 28037 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d8684269-Reviews-Wok_Shanghai-Madrid.html,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,40.4323679,-3.6276242
799,LTL Barra Lateral Ponzano,3.5,48,5,2,7,20,85,2141.0,€€ - €€€,"['Mediterránea', 'Española']",0,,,,,"['Calle Ponzano 1', ' 28010 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d17348358-Reviews-LTL_Barra_Lateral_Ponzano-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,82,40.4376642,-3.699407
800,El Churrasquero,4.5,1,1,0,0,0,3,6363.0,€€ - €€€,[],0,,,,,"['Calle Agustin de Foxa 27', ' 28036 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d991487-Reviews-El_Churrasquero-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,,
801,La sota,3.5,12,7,5,4,5,34,6443.0,€€ - €€€,['Opciones vegetarianas'],0,3.0,3.0,3.0,,"['Calle Lagasca 119', ' 28006 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d8323696-Reviews-La_sota-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33,40.4360424,-3.6844181
802,Nacho's,4.0,0,1,0,0,0,1,4112.0,€€ - €€€,[],0,,,,,"['Paseo Delicias', ' 89', ' 28045 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d21277760-Reviews-Nacho_s-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,,
803,Ramen Kagura Moratalaz,4.0,6,6,0,1,2,15,277.0,€€ - €€€,[],0,,,,,"['Avenida Del Doctor García Tapia', ' 155', ' 28030 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d23642153-Reviews-Ramen_Kagura_Moratalaz-Madrid.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,15,40.4081343,-3.6316831
804,Tienda COVAP Madrid,4.5,6,2,1,0,0,9,2284.0,€€ - €€€,['Española'],0,,,,,"['Calle Raimundo Fernandez Villaverde', ' 51', ' 28003 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d7286082-Reviews-Covap-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,,
805,Restarurante El Embarcadero,3.0,24,59,23,16,53,179,8574.0,€€ - €€€,"['Restaurante de carne', 'Barbacoa', 'Española']",0,3.0,3.0,2.5,4.5,"['Paseo del Embarcadero', ' 28011 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d6416244-Reviews-Restarurante_El_Embarcadero-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,175,40.4179181,-3.7295905
806,Restaurante Rincon De Aguacate,3.5,1,1,5,0,0,7,2587.0,€,['Mediterránea'],0,,,,,"['Calle Aguacate 29', ' 28044 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d5491061-Reviews-Restaurante_Rincon_De_Aguacate-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,40.580917299999996,-4.017659281397981
807,Palermo,4.5,1,1,0,0,0,2,578.0,€,"['Bar', 'Pub']",0,,,,,"['Palermo', ' 28043 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d15535392-Reviews-Palermo-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,,
808,"Bee Beer Debod. Craft Beer, Snacks & Pizza",4.5,6,0,0,0,0,9,217.0,€€ - €€€,"['Americana', 'De Europa oriental']",0,,,,,"['Calle Ferraz 10', ' 28008 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d19694210-Reviews-Bee_Beer_Debod_Craft_Beer_Snacks_Pizza-Madrid.html,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6,40.4240856,-3.715152
809,Su Sushi Restaurante,4.0,0,1,0,0,0,1,380.0,€€ - €€€,['Japonesa'],0,,,,,"['Bustamante 41', ' 28045 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d23159180-Reviews-Su_Sushi_Restaurante-Madrid.html,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,40.4005489,-3.6882811
810,La Raquetista,4.0,269,179,62,18,17,576,559.0,€€ - €€€,"['Española', 'Opciones vegetarianas', 'Opciones sin gluten']",1,4.5,4.0,4.0,,"['Calle Doctor Castelo 19', ' 28009 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d8597798-Reviews-La_Raquetista-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,545,40.1952657,-3.6777154
811,Ti Amo Pizza,5.0,1,0,0,0,0,1,6658.0,€€ - €€€,[],0,,,,,"['Calle Embajadores', ' 102', ' 28012 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d24978405-Reviews-Ti_Amo_Pizza-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,40.4021236,-3.7005414
812,El Rincon de Tirso,3.0,2,0,0,2,1,5,4372.0,€€ - €€€,[],0,,,,,"['Plaza Tirso de Molina 7', ' 28012 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d15015156-Reviews-El_Rincon_de_Tirso-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,40.4121225,-3.7044957
813,El Ventorrillo Murciano,4.0,40,26,13,11,5,130,1943.0,€€ - €€€,"['Mediterránea', 'Española', 'Opciones vegetarianas']",0,4.0,4.0,3.5,3.5,"['Calle del Tres Peces 20', ' 28012 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d1314795-Reviews-El_Ventorrillo_Murciano-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,95,,
814,La Próxima de Velázquez,3.5,5,2,0,1,2,10,249.0,€€ - €€€,"['Peruana', 'Latina', 'Comida rápida']",0,,,,,"['C. de Velázquez', ' 75', ' 28006 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d24107337-Reviews-La_Proxima_de_Velazquez-Madrid.html,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,40.431356,-3.6837958
815,La Real,3.0,0,2,1,0,1,4,8345.0,€€ - €€€,[],0,,,,,"['Avenida de Burgos 36', ' 28036 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d11831381-Reviews-La_Real-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,40.48033255,-3.6748903788443568
816,El Túnel,5.0,1,0,0,0,0,1,229.0,€€ - €€€,['Española'],0,,,,,"['Calle de Ávila', ' 8', ' 28020 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d13416917-Reviews-El_Tunel-Madrid.html,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,40.4306621,-3.5299998
