,Nombre,Score,Excelente,MuyBueno,Normal,Malo,Pesimo,Num_Reviews,Posicion,Rango_precio,Tipo_Cocina,Awards,Score_Comida,Score_Servicio,Calidad_Precio,Ambiente,Direccion,Web_TripAdvisor,Latina,Eur Este,Africana,China,Japonesa,Arabe,Mexicana,Caribeña,Asiatica,America Norte,America Sur,Italiana,Española,Eur Occidental,Asador,N/A,India,Num_Reviews_Spain,Latitud,Longitud
9215,Can Bonet,4.0,17,9,6,3,2,45,231.0,€€ - €€€,"['Mediterránea', 'Española', 'Fusión']",0,4.0,4.0,3.5,,"['Av. de Menéndez Pelayo', ' 15', ' 28009 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d23137507-Reviews-Can_Bonet-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,37,40.4202088,-3.6792635
9216,La Botillería,3.5,55,51,44,18,40,361,3189.0,€€ - €€€,"['Café', 'Mediterránea', 'Europea']",0,3.5,3.5,3.0,4.0,"['Calle de Carlos III no. 3', ' 28013 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d3179712-Reviews-La_Botilleria-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,208,40.4180554,-3.7112338
9217,Tako-Away Princesa,5.0,1,0,0,0,0,1,382.0,€,"['Mexicana', 'Americana']",0,,,,,"['Calle de la Princesa 3', ' 28008 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d16407960-Reviews-Tako_Away_Princesa-Madrid.html,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,40.425099,-3.7124847
9218,Cafes Pozo,3.5,1,1,0,0,0,3,337.0,€€ - €€€,['Española'],0,,,,,"['Avenida Ingenieros Hermanos Granda 33', ' 28022 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d6975732-Reviews-Cafes_Pozo-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,,
9219,Restaurante Olmo,5.0,60,5,0,2,0,82,279.0,€€ - €€€,[],0,5.0,5.0,4.5,,"['Cale De Ferraz', ' 5', ' 28008 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d23528476-Reviews-Restaurante_Olmo-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,67,,
9220,El Gato Canalla,4.0,0,1,0,0,0,1,7388.0,€€ - €€€,[],0,,,,,"['Calle Silva 6', ' 28013 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d21329068-Reviews-El_Gato_Canalla-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,40.8189302,-3.6722728
9221,Bar Los Tres Diamantes,2.0,1,0,0,2,2,5,4730.0,€€ - €€€,[],0,,,,,"['Calle de Alcalá 380', ' 28017 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d15020544-Reviews-Bar_Los_Tres_Diamantes-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,40.4359676,-3.6419288
9222,restaurante cafeteria El Anden,3.0,0,2,1,0,2,6,8754.0,€€ - €€€,[],0,,,,,"['Calle Ombu 16 Dentro de la Estacion de Cercanias de Renfe de Mendez Alvaro', ' 28045 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d9830359-Reviews-Restaurante_cafeteria_El_Anden-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,,
9223,La Catedral,3.5,152,239,105,61,61,1114,1416.0,€€ - €€€,"['Mediterránea', 'Europea', 'Española']",0,3.5,3.5,4.0,4.0,"['Carretera de San Jerónimo 16', ' 28014 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d1594131-Reviews-La_Catedral-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,618,,
9224,Los Gatos,3.5,95,143,82,40,63,734,1767.0,€€ - €€€,"['Bar', 'Mediterránea', 'Española']",0,3.5,3.0,3.0,3.5,"['Calle Jesus 2', ' 28014 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d717327-Reviews-Los_Gatos-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,423,40.4154319,-3.677342
9225,Cafeteria Layka,3.0,1,0,0,0,1,2,4352.0,€€ - €€€,[],0,,,,,"['Paseo De Las Delicias 69', ' 28045 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d21390500-Reviews-Cafeteria_Layka-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,40.3976201,-3.6941431
9226,Narizotas Bar,3.0,16,5,3,4,14,45,420.0,€€ - €€€,"['Bar', 'Café', 'Española']",0,3.5,4.0,3.5,,"['Calle de Fernando El Catolico 77', ' 28015 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d12950514-Reviews-Narizotas_Bar-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,42,40.4342668,-3.7174897
9227,Tropikal luxury buffet,4.0,42,23,16,2,7,94,232.0,€€ - €€€,"['China', 'Japonesa', 'Sushi']",0,4.0,4.0,4.0,,"['Calle del Doctor Fleming 31', ' 28036 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d12686546-Reviews-Tropikal_Luxury_Buffet-Madrid.html,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,90,40.4610168,-3.6880633
9228,Entrevinos,4.5,107,73,16,4,9,251,758.0,€€ - €€€,"['Mediterránea', 'Europea', 'Española']",0,4.5,4.5,4.0,4.0,"['Calle Ferraz 36', ' 28008 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d991342-Reviews-Entrevinos-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,209,40.4261331,-3.7171349
9229,Candela Bar,4.0,6,9,3,2,1,22,2844.0,€€ - €€€,['Española'],0,3.5,4.0,3.0,4.0,"['Plaza Mercado 1', ' 28022 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d4022115-Reviews-Candela_Bar-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21,,
9230,Kanbei Urban Food,4.5,17,12,2,0,2,36,2581.0,€€ - €€€,"['Mediterránea', 'Española', 'Opciones vegetarianas']",0,4.0,4.0,4.0,,"['Calle de La Costa Rica 15', ' 28016 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d12827887-Reviews-Kanbei_Urban_Food-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,33,,
9231,Bar campanoli,3.0,25,33,25,12,28,140,534.0,€€ - €€€,"['Bar', 'Mediterránea', 'Europea']",0,3.0,3.0,3.0,3.0,"['Calle General Moscardo', ' 25', ' 28020 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d2158645-Reviews-Bar_Campanoli-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,123,40.4523565,-3.6965582
9232,Mandarin,4.0,52,84,44,9,7,206,1658.0,€€ - €€€,"['China', 'Japonesa', 'Sushi']",0,4.0,4.0,3.5,,"['Paseo Recoletos 37', ' 28004 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d10177910-Reviews-Mandarin-Madrid.html,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,196,40.4246731,-3.6912331
9233,El Retablo de Kelly,3.5,3,6,4,0,1,14,6251.0,€€ - €€€,"['Peruana', 'Fusión', 'Sudamericana']",0,,,,,"['Calle Gallur 503 28047 Planta Baja', ' 28047 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d4872305-Reviews-El_Retablo_de_Kelly-Madrid.html,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,,
9234,Bar Tropicalista,4.0,16,5,1,2,5,40,126.0,€€ - €€€,"['Brasileña', 'Contemporánea', 'Pub restaurante']",0,4.5,4.5,4.5,,"['Calle Ballesta 2', ' 28004 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d17850648-Reviews-Tropicalista_Gastrobar-Madrid.html,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,29,40.4211658,-3.7035588
9235,Restaurante Sur,4.0,31,18,8,4,2,64,77.0,€,"['China', 'Asiática', 'Opciones vegetarianas']",0,4.5,4.5,4.5,4.0,"['Calle de Mendez Alvaro 62', ' 28045 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d2199950-Reviews-Restaurante_Sur-Madrid.html,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,63,40.3962464,-3.6813069
9236,Restaurante Lan Lan Madrid,4.0,63,58,39,11,9,197,1396.0,€€ - €€€,"['Japonesa', 'Sushi', 'Asiática']",0,4.0,4.0,4.0,4.0,"['Avenida Andes 25', ' 28043 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d4044427-Reviews-Restaurante_Lan_Lan_Madrid-Madrid.html,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,180,,
9237,Restaurante O'Rosal,3.0,8,8,8,5,7,39,4365.0,€€ - €€€,['Española'],0,3.0,3.0,3.0,,"['Calle Ferraz 104', ' 28008 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d8835693-Reviews-Restaurante_O_Rosal-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,36,40.4234003,-3.7147879
9238,Cervecería Cafetería Marlo,3.0,0,0,2,0,0,2,7928.0,€€ - €€€,[],0,,,,,"['Oca', ' 28025 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d19778787-Reviews-Cerveceria_Cafeteria_Marlo-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,40.3887112,-3.7398583
9239,La Promesa,2.5,1,5,4,4,6,20,4771.0,€,"['Mediterránea', 'Española']",0,3.0,3.0,3.5,,"['Plaza de Valvanera S/N', ' 28043 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d5868086-Reviews-La_Promesa-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,,
9240,Vila Brasil,4.5,353,157,48,18,21,808,348.0,€€ - €€€,"['Brasileña', 'Latina', 'Opciones sin gluten']",0,4.0,4.5,4.0,,"['Calle de Puenteareas 1', ' 28002 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d8068549-Reviews-Vila_Brasil-Madrid.html,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,597,40.4430038,-3.6702492
9241,Tandoori Station,4.5,1,629,130,43,24,2109,368.0,€€ - €€€,"['India', 'Asiática', 'Saludable']",0,4.5,4.5,4.0,4.0,"['Calle de José Ortega y Gasset', ' 89-91', ' 28006 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d784409-Reviews-Tandoori_Station-Madrid.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,827,40.4300327,-3.6791922
9242,Bombardino Café,5.0,186,28,9,2,2,356,93.0,€€ - €€€,"['Italiana', 'Mediterránea', 'Europea']",0,4.5,5.0,4.5,,"['Calle Salitre', ' 2', ' 28012 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d10355629-Reviews-Bombardino_Cafe-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,227,40.4101745,-3.6977095
9243,Hainao,4.0,6,6,2,1,0,16,118.0,€,"['China', 'Asiática']",0,,,,,"['Calle Infantas 6', ' 28004 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d15038702-Reviews-Hainao-Madrid.html,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15,40.4209088,-3.7004674
9244,Sushita Café - Miguel Ángel,4.0,226,252,56,22,42,646,700.0,€€ - €€€,"['Japonesa', 'Sushi', 'Asiática']",0,4.0,4.0,4.0,,"['Calle Miguel Angel 11 esquina Paseo del General Martínez Campos', ' 28010 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d10210239-Reviews-Sushita_Cafe_Miguel_Angel-Madrid.html,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,598,,
9245,Fábrica Maravillas,4.0,112,110,41,7,13,397,48.0,€€ - €€€,"['Pub con cerveza artesanal', 'Bar']",0,3.5,4.0,4.0,4.0,"['Calle de Valverde', ' 29', ' 28004 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d4783288-Reviews-Fabrica_Maravillas-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,283,40.4227179,-3.7017205
9246,El Caserio,3.5,8,15,15,3,5,49,3128.0,€€ - €€€,"['Española', 'Vasca']",0,3.5,3.5,3.0,3.0,"['Calle Capitan Haya 49', ' 28020 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d991854-Reviews-El_Caserio-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,46,40.4628403,-3.6919796
9247,Farmacia de Guardia,4.5,32,14,4,1,5,63,1091.0,€€ - €€€,['Española'],0,4.0,4.0,3.5,,"['Corredera Baja de San Pablo 49', ' 28004 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d4731743-Reviews-Farmacia_de_Guardia-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,56,40.4233876,-3.7027566
9248,La Huerta de la Esquina,4.5,33,3,1,0,3,40,1091.0,€€ - €€€,"['Mediterránea', 'Española']",0,4.5,4.0,4.5,,"['Calle del Porvenir', ' 19', ' 28028 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d14987281-Reviews-La_Huerta_de_la_Esquina-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40,40.4246263,-3.6662207
9249,5 Cucharas,4.0,55,24,12,4,4,104,106.0,€€ - €€€,"['Mediterránea', 'Europea', 'Española']",0,4.5,4.5,4.0,4.5,"['Calle Infanta Mercedes 115', ' 28020 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d7380493-Reviews-5_Cucharas-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,99,,
9250,Maison Umami,5.0,2,1,0,0,0,3,61.0,€€ - €€€,"['Asiática', 'Tailandesa', 'Fusión']",0,,,,,"['Av. Juan Antonio de Samaranch 76', ' local 5', ' 28055 Restaurante Maison Umami', ' 28055 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d25442391-Reviews-MAISON_UMAMI-Madrid.html,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3,,
9251,Black Poplar Espresso,3.0,2,1,0,2,5,13,407.0,€€ - €€€,['Café'],0,,,,,"['Calle Embajadores 166', ' 28045 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d16696134-Reviews-Black_Poplar_Espresso-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,40.39586835,-3.696275365608666
9252,Bar Hnos. Rodriguez,4.0,7,5,3,1,1,17,2888.0,€,"['Bar', 'Café', 'Española']",0,3.5,4.0,4.0,,"['Calle Molins de Rey 4', ' 28034 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d4100695-Reviews-Bar_Hnos_Rodriguez-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,17,,
9253,Swad Indian Restaurant,3.5,0,4,1,0,1,6,7288.0,€€ - €€€,[],0,,,,,"['Calle del Cardenal Siliceo 31', ' 28002 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d15664608-Reviews-Swad_Indian_Restaurant-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,40.4429258,-3.6694455
9254,Dayaxa,5.0,1,0,0,0,0,1,137.0,€€ - €€€,"['Barbacoa', 'Española', 'Sudamericana']",0,,,,,"['Calle Nuestra Señora de La Luz 118', ' 28047 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d17590070-Reviews-Dayaxa-Madrid.html,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,40.3829123,-3.7416553
9255,Restaurante Aylagas,3.5,2,6,3,0,1,13,3371.0,€€ - €€€,['Española'],0,3.5,3.0,3.0,,"['Calle Castello 110', ' 28006 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d9610451-Reviews-Restaurante_Aylagas-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,,
9256,Venta Matadero,3.5,30,80,46,8,13,184,1383.0,€€ - €€€,"['Mediterránea', 'Española']",0,3.5,3.5,3.5,3.5,"['Paseo Chopera 43', ' 28045 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d4813123-Reviews-Venta_Matadero-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,177,40.3933558,-3.6978022
9257,The Place to Be,4.0,20,10,6,3,4,56,1631.0,€€ - €€€,"['Mediterránea', 'Contemporánea', 'Fusión']",0,3.5,4.0,3.0,,"['Plaza de Santa Barbara 10 Hotel Petit Palace Santa Bárbara', ' 28004 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d11810588-Reviews-The_Place_to_be-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,43,,
9258,La Cumbre,4.0,3,0,0,0,1,4,3551.0,€€ - €€€,"['Marisco', 'Mediterránea', 'Española']",0,,,,,"['Calle De Emilio Muñoz', '13', ' 28037 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d21186302-Reviews-La_Cumbre-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,40.4322953,-3.6271452
9259,Casa Pei +,5.0,2,0,0,0,0,2,172.0,€€ - €€€,"['Asiática', 'Coreana']",0,,,,,"['Calle Espronceda', ' 34', ' 28003 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d25315009-Reviews-Casa_Pei-Madrid.html,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,40.4404151,-3.6948946
9260,VIPS Plaza Rio 2,1.0,0,0,0,0,1,1,8943.0,€€ - €€€,[],0,,,,,"['Avenida del Manzanares 210 Plaza Río 2 Shopping Center', ' 28026 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d25311112-Reviews-VIPS_Plaza_Rio_2-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,
9261,Hermanos Vinagre,2.5,0,1,0,0,1,2,4567.0,€€ - €€€,['Española'],0,,,,,"['Calle Del Cardenal Cisneros', ' 26', ' 28010 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d24912242-Reviews-Hermanos_Vinagre-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,40.4349107,-3.7029855
9262,Motown,3.5,2,3,0,0,2,7,7464.0,€€ - €€€,[],0,,,,,"['Calle de Fermin Caballero 7 Bajo Posterior.', ' 28034 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d10622244-Reviews-Motown-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,,
9263,La posada del dragon,4.0,63,62,25,5,5,248,383.0,€€ - €€€,"['Mediterránea', 'Europea', 'Española']",0,4.0,4.0,3.5,,"['Calle Cava Baja 14', ' 28005 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d8400742-Reviews-La_posada_del_dragon-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,160,40.4130962,-3.7085762
9264,Dokdo Korea,5.0,21,1,2,0,0,27,207.0,€€ - €€€,"['Asiática', 'Coreana', 'Opciones vegetarianas']",0,4.5,5.0,4.5,,"['Calle Caños Del Peral Ópera', ' 28013 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d17406040-Reviews-Dokdo_Korea-Madrid.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,24,,
9265,España Cañi,3.5,19,28,11,13,18,198,933.0,€€ - €€€,"['Bar', 'Mediterránea', 'Europea']",0,3.5,3.5,3.5,3.5,"['Plaza del Ángel 14', ' 28012 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d2102913-Reviews-Espana_Cani-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,89,40.4143339,-3.7025026
9266,Restaurante Dominó,3.5,3,2,8,1,0,14,3436.0,€,['Española'],0,3.5,4.0,4.0,,"['C/ Isabel Colbrand', ' 10', ' Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d10266752-Reviews-Restaurante_Domino-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,40.5118094,-3.6749898
9267,Bar Restaurante Manhattan,3.0,0,2,0,0,2,5,2682.0,€€ - €€€,[],0,,,,,"['Calle Santa Leonor', ' 57d', ' 28037 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d23691312-Reviews-Bar_Restaurante_Manhattan-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,40.4366195,-3.6308095
9268,Botafumeiro,4.0,40,23,5,0,4,78,2044.0,€€ - €€€,"['Mediterránea', 'Española', 'Opciones vegetarianas']",0,4.5,4.5,4.5,,"['Calle Parra', ' 42', ' 28025 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d5794542-Reviews-Botafumeiro-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,72,40.3863844,-3.7289334
9269,3g's Lounge Bar Snacks,4.0,1,3,2,0,0,6,548.0,€,"['Bar', 'Café', 'Española']",0,,,,,"['Calle Ona 1', ' 28050 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d12122808-Reviews-3g_s_Lounge_Bar_Snacks-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,40.4887679,-3.6693109
9270,VIPS,3.0,7,5,9,4,12,38,525.0,€€ - €€€,"['Internacional', 'Mediterránea']",0,3.5,3.5,3.0,,"['Calle Arturo Soria', ' 177', ' 28043 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d8703519-Reviews-VIPS_Ciudad_Lineal-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,37,40.45756905,-3.6584548548322777
9271,La Llama,3.5,41,64,32,8,24,174,2148.0,€,"['Bar', 'Española', 'Pub']",0,3.5,3.5,4.0,3.0,"['Avenida Reina Victoria 37', ' 28003 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d2489448-Reviews-La_Llama-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,169,40.6371487,-4.0193304
9272,Ramen Kagura Atocha,4.0,7,1,1,1,2,13,282.0,€€ - €€€,['Asiática'],0,,,,,"['Calle José Antonio Armona 12', ' 28012 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d23234088-Reviews-Ramen_Kagura_Atocha-Madrid.html,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,12,,
9273,Kichi Restaurant,3.5,5,10,4,1,4,25,238.0,€€ - €€€,"['Japonesa', 'Sushi', 'Asiática']",0,3.5,3.5,3.5,,"['Calle Ulises 26', ' 28043 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d6704246-Reviews-Kichi_Restaurant-Madrid.html,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,24,40.4568287,-3.6538167
9274,Mr Rib's,4.0,1,0,1,0,0,2,6749.0,€€ - €€€,[],0,,,,,"['C. de San Bernardo', ' 118', ' 28015 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d24060755-Reviews-Mr_Rib_s-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,40.4317611,-3.7048287
9275,La Bicicleta,3.0,6,6,5,4,8,31,4602.0,€€ - €€€,['Española'],0,3.5,3.0,3.0,,"['Paseo María Teresa', ' 1', ' 28011 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d8459518-Reviews-La_Bicicleta-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29,40.418443,-3.7426241
9276,Cervecería La Mayor,4.5,123,55,8,0,2,433,207.0,€€ - €€€,"['Bar', 'Europea', 'Española']",1,4.5,4.5,4.5,4.5,"['Calle Mayor nº 77 Calle Mayor nº 77', ' 28005 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d1811145-Reviews-Cerveceria_La_Mayor-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,188,,
9277,Amici Di Napoli,4.0,6,6,2,1,1,17,380.0,€€ - €€€,"['Italiana', 'Pizza']",0,3.5,3.5,3.5,,"['Calle Modesto Lafuente 61', ' 28003 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d6102637-Reviews-Amici_Di_Napoli-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,40.4444411,-3.6957745
9278,Telepizza,3.0,0,1,1,1,0,3,314.0,€€ - €€€,[],0,,,,,"['Fuentecarrantona 19-21', ' 28030 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d5542186-Reviews-Telepizza-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,,
9279,Albedrío Taberna,4.5,1,0,1,0,0,3,57.0,€€ - €€€,"['Mediterránea', 'Española', 'Fusión']",0,,,,,"['C. de Narváez', ' 48', ' 28009 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d26258325-Reviews-Albedrio_Taberna-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,40.4196753,-3.6763117
9280,Doggo,4.5,48,6,1,1,1,57,124.0,€€ - €€€,"['Americana', 'Mediterránea', 'Fusión']",0,5.0,5.0,5.0,,"['Calle de Juan de Austria 25', ' 28010 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d19485012-Reviews-Doggo-Madrid.html,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,57,40.4337936,-3.6999877
9281,De rondas por La Cava,4.0,15,2,7,2,6,50,2274.0,€€ - €€€,"['Mediterránea', 'Española']",0,3.0,3.0,3.0,,"['Calle Cava Baja 10', ' 28005 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d14058909-Reviews-De_rondas_por_La_Cava-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32,40.4132658,-3.7084645
9282,Roll Madrid,3.5,115,85,47,26,64,379,170.0,€€ - €€€,"['Americana', 'Opciones vegetarianas', 'Opciones veganas']",0,4.0,3.5,3.5,4.5,"['Calle Amaniel 23', ' 28015 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d6467638-Reviews-Roll_Madrid-Madrid.html,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,337,40.4271135,-3.7096169
9283,Pasteleria Valle Inclan 76,5.0,6,2,0,0,0,8,4558.0,€€ - €€€,[],0,,,,,"['Calle del Valle Inclan 76', ' 28044 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d12671327-Reviews-Pasteleria_Valle_Inclan_76-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,,
